municipality,municipality_id,district,district_id,community,community_id,supply_demand_year,typology,layout,total_supply,SHAPE_Length,SHAPE_Area
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2022,All property types,5 beds,305,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2022,All property types,6 beds,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2022,All property types,7+ beds,9,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2022,All property types,All beds,433,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2022,All property types,Undefined,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2022,Villa / Townhouse,4 beds,117,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2022,Villa / Townhouse,5 beds,305,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2022,Villa / Townhouse,6 beds,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2022,Villa / Townhouse,7+ beds,9,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2022,Villa / Townhouse,All beds,433,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2022,Villa / Townhouse,Undefined,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2023,All property types,4 beds,118,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2023,All property types,5 beds,310,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2023,All property types,6 beds,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2023,All property types,7+ beds,9,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2023,All property types,All beds,439,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2023,All property types,Undefined,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2023,Villa / Townhouse,4 beds,118,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2023,Villa / Townhouse,5 beds,310,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2023,Villa / Townhouse,6 beds,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2023,Villa / Townhouse,7+ beds,9,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2023,Villa / Townhouse,All beds,439,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2023,Villa / Townhouse,Undefined,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2024,All property types,4 beds,118,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2024,All property types,5 beds,311,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2024,All property types,6 beds,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2024,All property types,7+ beds,9,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2024,All property types,All beds,440,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2024,All property types,Undefined,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2024,Villa / Townhouse,4 beds,118,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2024,Villa / Townhouse,5 beds,311,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2024,Villa / Townhouse,6 beds,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2024,Villa / Townhouse,7+ beds,9,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2024,Villa / Townhouse,All beds,440,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2024,Villa / Townhouse,Undefined,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2025,All property types,4 beds,119,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2025,All property types,5 beds,320,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2025,All property types,6 beds,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2025,All property types,7+ beds,9,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2025,All property types,All beds,450,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2025,All property types,Undefined,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2025,Villa / Townhouse,4 beds,119,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2025,Villa / Townhouse,5 beds,320,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2025,Villa / Townhouse,6 beds,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2025,Villa / Townhouse,7+ beds,9,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2025,Villa / Townhouse,All beds,450,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2025,Villa / Townhouse,Undefined,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2026,All property types,4 beds,119,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2026,All property types,5 beds,320,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2026,All property types,6 beds,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2026,All property types,7+ beds,9,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2026,All property types,All beds,450,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2026,All property types,Undefined,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2026,Villa / Townhouse,4 beds,119,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2026,Villa / Townhouse,5 beds,320,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2026,Villa / Townhouse,6 beds,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2026,Villa / Townhouse,7+ beds,9,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2026,Villa / Townhouse,All beds,450,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2026,Villa / Townhouse,Undefined,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2027,All property types,4 beds,119,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2027,All property types,5 beds,320,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2027,All property types,6 beds,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2027,All property types,7+ beds,9,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2027,All property types,All beds,450,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2027,All property types,Undefined,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2027,Villa / Townhouse,4 beds,119,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2027,Villa / Townhouse,5 beds,320,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2027,Villa / Townhouse,6 beds,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2027,Villa / Townhouse,7+ beds,9,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2027,Villa / Townhouse,All beds,450,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2027,Villa / Townhouse,Undefined,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2028,All property types,4 beds,119,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2028,All property types,5 beds,320,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2028,All property types,6 beds,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2028,All property types,7+ beds,9,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2028,All property types,All beds,450,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2028,All property types,Undefined,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2028,Villa / Townhouse,4 beds,119,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2028,Villa / Townhouse,5 beds,320,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2028,Villa / Townhouse,6 beds,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2028,Villa / Townhouse,7+ beds,9,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2028,Villa / Townhouse,All beds,450,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YS3_04,4591,2028,Villa / Townhouse,Undefined,1,2997.569384272442676,592265.860635868855752
Abu Dhabi City,41,YAS ISLAND,1330,YN5,5171,2025,All property types,All beds,452,3330.018689412183903,630305.252318401122466
Abu Dhabi City,41,YAS ISLAND,1330,YN5,5171,2025,All property types,Undefined,452,3330.018689412183903,630305.252318401122466
Abu Dhabi City,41,YAS ISLAND,1330,YN5,5171,2025,Villa / Townhouse,All beds,452,3330.018689412183903,630305.252318401122466
Abu Dhabi City,41,YAS ISLAND,1330,YN5,5171,2025,Villa / Townhouse,Undefined,452,3330.018689412183903,630305.252318401122466
Abu Dhabi City,41,YAS ISLAND,1330,YN5,5171,2026,All property types,All beds,452,3330.018689412183903,630305.252318401122466
Abu Dhabi City,41,YAS ISLAND,1330,YN5,5171,2026,All property types,Undefined,452,3330.018689412183903,630305.252318401122466
Abu Dhabi City,41,YAS ISLAND,1330,YN5,5171,2026,Villa / Townhouse,All beds,452,3330.018689412183903,630305.252318401122466
Abu Dhabi City,41,YAS ISLAND,1330,YN5,5171,2026,Villa / Townhouse,Undefined,452,3330.018689412183903,630305.252318401122466
Abu Dhabi City,41,YAS ISLAND,1330,YN5,5171,2027,All property types,All beds,452,3330.018689412183903,630305.252318401122466
Abu Dhabi City,41,YAS ISLAND,1330,YN5,5171,2027,All property types,Undefined,452,3330.018689412183903,630305.252318401122466
Abu Dhabi City,41,YAS ISLAND,1330,YN5,5171,2027,Villa / Townhouse,All beds,452,3330.018689412183903,630305.252318401122466
Abu Dhabi City,41,YAS ISLAND,1330,YN5,5171,2027,Villa / Townhouse,Undefined,452,3330.018689412183903,630305.252318401122466
Abu Dhabi City,41,YAS ISLAND,1330,YN5,5171,2028,All property types,All beds,452,3330.018689412183903,630305.252318401122466
Abu Dhabi City,41,YAS ISLAND,1330,YN5,5171,2028,All property types,Undefined,452,3330.018689412183903,630305.252318401122466
Abu Dhabi City,41,YAS ISLAND,1330,YN5,5171,2028,Villa / Townhouse,All beds,452,3330.018689412183903,630305.252318401122466
Abu Dhabi City,41,YAS ISLAND,1330,YN5,5171,2028,Villa / Townhouse,Undefined,452,3330.018689412183903,630305.252318401122466
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2024,All property types,All beds,1669,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2024,All property types,Undefined,24,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2024,Apartment / Duplex,1 bed,640,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2024,Apartment / Duplex,2 beds,687,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2024,Apartment / Duplex,3 beds,300,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2024,Apartment / Duplex,4 beds,14,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2024,Apartment / Duplex,5 beds,3,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2024,Apartment / Duplex,All beds,1668,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2024,Apartment / Duplex,Undefined,24,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2024,Villa / Townhouse,4 beds,1,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2024,Villa / Townhouse,All beds,1,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2025,All property types,1 bed,688,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2025,All property types,2 beds,798,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2025,All property types,3 beds,350,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2025,All property types,4 beds,15,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2025,All property types,5 beds,3,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2025,All property types,All beds,1878,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2025,All property types,Undefined,24,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2025,Apartment / Duplex,1 bed,688,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2025,Apartment / Duplex,2 beds,798,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2025,Apartment / Duplex,3 beds,350,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2025,Apartment / Duplex,4 beds,14,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2025,Apartment / Duplex,5 beds,3,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2025,Apartment / Duplex,All beds,1877,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2025,Apartment / Duplex,Undefined,24,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2025,Villa / Townhouse,4 beds,1,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2025,Villa / Townhouse,All beds,1,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2026,All property types,1 bed,688,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2026,All property types,2 beds,798,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2026,All property types,3 beds,350,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2026,All property types,4 beds,15,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2026,All property types,5 beds,3,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2026,All property types,All beds,1878,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2026,All property types,Undefined,24,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2026,Apartment / Duplex,1 bed,688,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2026,Apartment / Duplex,2 beds,798,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2026,Apartment / Duplex,3 beds,350,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2026,Apartment / Duplex,4 beds,14,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2026,Apartment / Duplex,5 beds,3,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2026,Apartment / Duplex,All beds,1877,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2026,Apartment / Duplex,Undefined,24,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2026,Villa / Townhouse,4 beds,1,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2026,Villa / Townhouse,All beds,1,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2027,All property types,1 bed,688,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2027,All property types,2 beds,798,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2027,All property types,3 beds,350,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2027,All property types,4 beds,15,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2027,All property types,5 beds,3,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2027,All property types,All beds,1878,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2027,All property types,Undefined,24,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2027,Apartment / Duplex,1 bed,688,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2027,Apartment / Duplex,2 beds,798,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2027,Apartment / Duplex,3 beds,350,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2027,Apartment / Duplex,4 beds,14,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2027,Apartment / Duplex,5 beds,3,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2027,Apartment / Duplex,All beds,1877,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2027,Apartment / Duplex,Undefined,24,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2027,Villa / Townhouse,4 beds,1,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2027,Villa / Townhouse,All beds,1,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2028,All property types,1 bed,867,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2028,All property types,2 beds,932,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2028,All property types,3 beds,397,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2028,All property types,4 beds,18,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2028,All property types,5 beds,4,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2028,All property types,All beds,2242,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2028,All property types,Undefined,24,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2028,Apartment / Duplex,1 bed,867,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2028,Apartment / Duplex,2 beds,932,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2028,Apartment / Duplex,3 beds,397,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2028,Apartment / Duplex,4 beds,17,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2028,Apartment / Duplex,5 beds,4,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2028,Apartment / Duplex,All beds,2241,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2028,Apartment / Duplex,Undefined,24,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2028,Villa / Townhouse,4 beds,1,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS1,133,2028,Villa / Townhouse,All beds,1,3911.836299994743513,481469.886533576645888
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2023,Apartment / Duplex,4 beds,2,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2023,Apartment / Duplex,All beds,867,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2024,All property types,1 bed,342,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2024,All property types,2 beds,329,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2024,All property types,3 beds,194,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2024,All property types,4 beds,2,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2024,All property types,All beds,867,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2024,Apartment / Duplex,1 bed,342,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2024,Apartment / Duplex,2 beds,329,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2024,Apartment / Duplex,3 beds,194,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2024,Apartment / Duplex,4 beds,2,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2024,Apartment / Duplex,All beds,867,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2025,All property types,1 bed,342,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2025,All property types,2 beds,329,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2025,All property types,3 beds,194,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2025,All property types,4 beds,2,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2025,All property types,All beds,867,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2025,Apartment / Duplex,1 bed,342,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2025,Apartment / Duplex,2 beds,329,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2025,Apartment / Duplex,3 beds,194,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2025,Apartment / Duplex,4 beds,2,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2025,Apartment / Duplex,All beds,867,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2026,All property types,1 bed,342,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2026,All property types,2 beds,329,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2026,All property types,3 beds,194,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2026,All property types,4 beds,2,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2026,All property types,All beds,867,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2026,Apartment / Duplex,1 bed,342,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2026,Apartment / Duplex,2 beds,329,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2026,Apartment / Duplex,3 beds,194,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2026,Apartment / Duplex,4 beds,2,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2026,Apartment / Duplex,All beds,867,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2027,All property types,1 bed,342,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2027,All property types,2 beds,329,3150.633104915167223,380671.652349074778613
