year,municipality,municipality_id,district,district_id,community,community_id,typology,layout,rent_type,lower_rent_value,upper_rent_value,avg_rent_value,lable,shape_Length,shape_Area
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,2 beds,New,75000.000000000000000,120000.000000000000000,96806.000000000000000,97k,3019.581274332108933,275069.788534589868505
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,2 beds,Renewal,84000.000000000000000,110250.000000000000000,97243.000000000000000,97k,3019.581274332108933,275069.788534589868505
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,3 beds,All types,136500.000000000000000,165900.000000000000000,150016.000000000000000,150k,3019.581274332108933,275069.788534589868505
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,3 beds,New,130136.000000000000000,170000.000000000000000,149904.000000000000000,150k,3019.581274332108933,275069.788534589868505
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,3 beds,Renewal,136500.000000000000000,162752.000000000000000,150055.000000000000000,150k,3019.581274332108933,275069.788534589868505
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,All beds,All types,91886.333333000002312,115850.000000000000000,103724.666666000004625,104k,3019.581274332108933,275069.788534589868505
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,All beds,New,87764.000000000000000,119574.666666000004625,103518.000000000000000,104k,3019.581274332108933,275069.788534589868505
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,All beds,Renewal,93275.000000000000000,113750.666666000004625,103560.000000000000000,104k,3019.581274332108933,275069.788534589868505
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,Apartment / Duplex,1 bed,All types,59159.000000000000000,68250.000000000000000,63796.000000000000000,64k,3019.581274332108933,275069.788534589868505
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,Apartment / Duplex,1 bed,New,58156.000000000000000,68724.000000000000000,63844.000000000000000,64k,3019.581274332108933,275069.788534589868505
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,Apartment / Duplex,1 bed,Renewal,59325.000000000000000,68250.000000000000000,63382.000000000000000,63k,3019.581274332108933,275069.788534589868505
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,Apartment / Duplex,2 beds,All types,80000.000000000000000,113400.000000000000000,97362.000000000000000,97k,3019.581274332108933,275069.788534589868505
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,Apartment / Duplex,2 beds,New,75000.000000000000000,120000.000000000000000,96806.000000000000000,97k,3019.581274332108933,275069.788534589868505
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,Apartment / Duplex,2 beds,Renewal,84000.000000000000000,110250.000000000000000,97243.000000000000000,97k,3019.581274332108933,275069.788534589868505
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,Apartment / Duplex,3 beds,All types,136500.000000000000000,165900.000000000000000,150016.000000000000000,150k,3019.581274332108933,275069.788534589868505
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,Apartment / Duplex,3 beds,New,130136.000000000000000,170000.000000000000000,149904.000000000000000,150k,3019.581274332108933,275069.788534589868505
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,Apartment / Duplex,3 beds,Renewal,136500.000000000000000,162752.000000000000000,150055.000000000000000,150k,3019.581274332108933,275069.788534589868505
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,Apartment / Duplex,All beds,All types,91886.333333000002312,115850.000000000000000,103724.666666000004625,104k,3019.581274332108933,275069.788534589868505
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,Apartment / Duplex,All beds,New,87764.000000000000000,119574.666666000004625,103518.000000000000000,104k,3019.581274332108933,275069.788534589868505
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,Apartment / Duplex,All beds,Renewal,93275.000000000000000,113750.666666000004625,103560.000000000000000,104k,3019.581274332108933,275069.788534589868505
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,1 bed,All types,60637.000000000000000,70000.000000000000000,65266.000000000000000,65k,3019.581274332108933,275069.788534589868505
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,1 bed,New,62895.000000000000000,72000.000000000000000,67568.000000000000000,68k,3019.581274332108933,275069.788534589868505
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,1 bed,Renewal,60000.000000000000000,66150.000000000000000,63070.000000000000000,63k,3019.581274332108933,275069.788534589868505
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,2 beds,All types,81900.000000000000000,105000.000000000000000,94729.000000000000000,95k,3019.581274332108933,275069.788534589868505
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,2 beds,New,85000.000000000000000,110000.000000000000000,98839.000000000000000,99k,3019.581274332108933,275069.788534589868505
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,2 beds,Renewal,80850.000000000000000,104737.000000000000000,92395.000000000000000,92k,3019.581274332108933,275069.788534589868505
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,3 beds,All types,135000.000000000000000,152558.000000000000000,144349.000000000000000,144k,3019.581274332108933,275069.788534589868505
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,3 beds,New,135000.000000000000000,165402.000000000000000,147023.000000000000000,147k,3019.581274332108933,275069.788534589868505
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,3 beds,Renewal,137812.000000000000000,150000.000000000000000,143680.000000000000000,144k,3019.581274332108933,275069.788534589868505
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,All beds,All types,79884.250000000000000,95639.500000000000000,88534.750000000000000,89k,3019.581274332108933,275069.788534589868505
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,All beds,New,94298.333333000002312,115800.666666000004625,104476.666666000004625,104k,3019.581274332108933,275069.788534589868505
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,All beds,Renewal,92887.333333000002312,106962.333333000002312,99715.000000000000000,100k,3019.581274332108933,275069.788534589868505
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,All property types,Studio,All types,42000.000000000000000,55000.000000000000000,49795.000000000000000,50k,3019.581274332108933,275069.788534589868505
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,Apartment / Duplex,1 bed,All types,60637.000000000000000,70000.000000000000000,65266.000000000000000,65k,3019.581274332108933,275069.788534589868505
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,Apartment / Duplex,1 bed,New,62895.000000000000000,72000.000000000000000,67568.000000000000000,68k,3019.581274332108933,275069.788534589868505
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,Apartment / Duplex,1 bed,Renewal,60000.000000000000000,66150.000000000000000,63070.000000000000000,63k,3019.581274332108933,275069.788534589868505
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,Apartment / Duplex,2 beds,All types,81900.000000000000000,105000.000000000000000,94729.000000000000000,95k,3019.581274332108933,275069.788534589868505
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,Apartment / Duplex,2 beds,New,85000.000000000000000,110000.000000000000000,98839.000000000000000,99k,3019.581274332108933,275069.788534589868505
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,Apartment / Duplex,2 beds,Renewal,80850.000000000000000,104737.000000000000000,92395.000000000000000,92k,3019.581274332108933,275069.788534589868505
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,1 bed,All types,50000.000000000000000,60497.000000000000000,57440.000000000000000,57k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,1 bed,New,48000.000000000000000,61000.000000000000000,58510.000000000000000,59k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,1 bed,Renewal,50000.000000000000000,60000.000000000000000,56570.000000000000000,57k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,2 beds,All types,70437.000000000000000,85000.000000000000000,78788.000000000000000,79k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,2 beds,New,68452.000000000000000,90000.000000000000000,80518.000000000000000,81k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,2 beds,Renewal,71750.000000000000000,83770.000000000000000,78036.000000000000000,78k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,3 beds,All types,100000.000000000000000,125000.000000000000000,115660.000000000000000,116k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,3 beds,New,100000.000000000000000,137000.000000000000000,118450.000000000000000,118k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,3 beds,Renewal,102003.000000000000000,125000.000000000000000,114428.000000000000000,114k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,All beds,All types,73479.000000000000000,90165.666666000004625,83962.666666000004625,84k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,All beds,New,72150.666666000004625,96000.000000000000000,85826.000000000000000,86k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,All beds,Renewal,74584.333333000002312,89590.000000000000000,83011.333333000002312,83k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,1 bed,All types,50000.000000000000000,60497.000000000000000,57440.000000000000000,57k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,1 bed,New,48000.000000000000000,61000.000000000000000,58510.000000000000000,59k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,1 bed,Renewal,50000.000000000000000,60000.000000000000000,56570.000000000000000,57k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,2 beds,All types,70437.000000000000000,85000.000000000000000,78788.000000000000000,79k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,2 beds,New,68452.000000000000000,90000.000000000000000,80518.000000000000000,81k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,2 beds,Renewal,71750.000000000000000,83770.000000000000000,78036.000000000000000,78k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,3 beds,All types,100000.000000000000000,125000.000000000000000,115660.000000000000000,116k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,3 beds,New,100000.000000000000000,137000.000000000000000,118450.000000000000000,118k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,3 beds,Renewal,102003.000000000000000,125000.000000000000000,114428.000000000000000,114k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,All beds,All types,73479.000000000000000,90165.666666000004625,83962.666666000004625,84k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,All beds,New,72150.666666000004625,96000.000000000000000,85826.000000000000000,86k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,All beds,Renewal,74584.333333000002312,89590.000000000000000,83011.333333000002312,83k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,1 bed,All types,49863.000000000000000,60833.000000000000000,57929.000000000000000,58k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,1 bed,New,49863.000000000000000,61831.000000000000000,57704.000000000000000,58k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,1 bed,Renewal,52357.000000000000000,60679.000000000000000,58149.000000000000000,58k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,2 beds,All types,68811.000000000000000,84814.000000000000000,78736.000000000000000,79k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,2 beds,New,59044.000000000000000,84768.000000000000000,73889.000000000000000,74k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,2 beds,Renewal,71803.000000000000000,85000.000000000000000,81401.000000000000000,81k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,3 beds,All types,99727.000000000000000,126454.000000000000000,116355.000000000000000,116k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,3 beds,New,99727.000000000000000,124658.000000000000000,112726.000000000000000,113k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,3 beds,Renewal,103460.000000000000000,127252.000000000000000,118324.000000000000000,118k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,All beds,All types,72800.333333000002312,90700.333333000002312,84340.000000000000000,84k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,All beds,New,69544.666666000004625,90419.000000000000000,81439.666666000004625,81k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,All beds,Renewal,75873.333333000002312,90977.000000000000000,85958.000000000000000,86k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,1 bed,All types,49863.000000000000000,60833.000000000000000,57929.000000000000000,58k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,1 bed,New,49863.000000000000000,61831.000000000000000,57704.000000000000000,58k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,1 bed,Renewal,52357.000000000000000,60679.000000000000000,58149.000000000000000,58k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,2 beds,All types,68811.000000000000000,84814.000000000000000,78736.000000000000000,79k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,2 beds,New,59044.000000000000000,84768.000000000000000,73889.000000000000000,74k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,2 beds,Renewal,71803.000000000000000,85000.000000000000000,81401.000000000000000,81k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,3 beds,All types,99727.000000000000000,126454.000000000000000,116355.000000000000000,116k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,3 beds,New,99727.000000000000000,124658.000000000000000,112726.000000000000000,113k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,3 beds,Renewal,103460.000000000000000,127252.000000000000000,118324.000000000000000,118k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,All beds,All types,72800.333333000002312,90700.333333000002312,84340.000000000000000,84k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,All beds,New,69544.666666000004625,90419.000000000000000,81439.666666000004625,81k,4191.677685454505081,952333.894581832340918
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,Apartment / Duplex,All beds,Renewal,75873.333333000002312,90977.000000000000000,85958.000000000000000,86k,4191.677685454505081,952333.894581832340918
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,1 bed,All types,55634.000000000000000,65000.000000000000000,62545.000000000000000,63k,4191.677685454505081,952333.894581832340918
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,1 bed,New,57484.000000000000000,75000.000000000000000,65340.000000000000000,65k,4191.677685454505081,952333.894581832340918
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,1 bed,Renewal,54849.000000000000000,63069.000000000000000,61181.000000000000000,61k,4191.677685454505081,952333.894581832340918
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,2 beds,All types,73500.000000000000000,90000.000000000000000,84406.000000000000000,84k,4191.677685454505081,952333.894581832340918
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,2 beds,New,73188.000000000000000,95000.000000000000000,87667.000000000000000,88k,4191.677685454505081,952333.894581832340918
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,2 beds,Renewal,73504.000000000000000,89000.000000000000000,83142.000000000000000,83k,4191.677685454505081,952333.894581832340918
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,3 beds,All types,103000.000000000000000,131000.000000000000000,119345.000000000000000,119k,4191.677685454505081,952333.894581832340918
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,3 beds,New,97599.000000000000000,129000.000000000000000,116307.000000000000000,116k,4191.677685454505081,952333.894581832340918
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,3 beds,Renewal,105000.000000000000000,131100.000000000000000,121767.000000000000000,122k,4191.677685454505081,952333.894581832340918
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS2,595,All property types,All beds,All types,77378.000000000000000,95333.333333000002312,88765.333333000002312,89k,4191.677685454505081,952333.894581832340918
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,All property types,All beds,New,80957.000000000000000,114103.000000000000000,97118.666666000004625,97k,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,All property types,All beds,Renewal,84132.333333000002312,121000.000000000000000,103122.666666000004625,103k,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,1 bed,All types,52000.000000000000000,77500.000000000000000,64317.000000000000000,64k,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,1 bed,New,51000.000000000000000,72000.000000000000000,62051.000000000000000,62k,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,1 bed,Renewal,55000.000000000000000,80000.000000000000000,66809.000000000000000,67k,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,2 beds,All types,79890.000000000000000,108589.000000000000000,94926.000000000000000,95k,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,2 beds,New,79669.000000000000000,104029.000000000000000,92624.000000000000000,93k,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,2 beds,Renewal,79890.000000000000000,110000.000000000000000,97392.000000000000000,97k,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,3 beds,All types,115405.000000000000000,171374.000000000000000,141773.000000000000000,142k,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,3 beds,New,112202.000000000000000,166280.000000000000000,136681.000000000000000,137k,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,3 beds,Renewal,117507.000000000000000,173000.000000000000000,145167.000000000000000,145k,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,All beds,All types,82431.666666000004625,119154.333333000002312,100338.666666000004625,100k,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,All beds,New,80957.000000000000000,114103.000000000000000,97118.666666000004625,97k,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,All beds,Renewal,84132.333333000002312,121000.000000000000000,103122.666666000004625,103k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,All property types,1 bed,All types,54850.000000000000000,77992.000000000000000,65972.000000000000000,66k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,All property types,1 bed,New,54850.000000000000000,78535.000000000000000,66705.000000000000000,67k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,All property types,1 bed,Renewal,52431.000000000000000,74795.000000000000000,64994.000000000000000,65k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,All property types,2 beds,All types,78149.000000000000000,109699.000000000000000,94231.000000000000000,94k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,All property types,2 beds,New,77113.000000000000000,109699.000000000000000,95128.000000000000000,95k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,All property types,2 beds,Renewal,78859.000000000000000,109699.000000000000000,93591.000000000000000,94k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,All property types,3 beds,All types,119672.000000000000000,174522.000000000000000,143066.000000000000000,143k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,All property types,3 beds,New,111694.000000000000000,159762.000000000000000,135744.000000000000000,136k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,All property types,3 beds,Renewal,120869.000000000000000,173525.000000000000000,146269.000000000000000,146k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,All property types,All beds,All types,73667.750000000000000,101603.250000000000000,86732.750000000000000,87k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,All property types,All beds,New,71414.250000000000000,98049.000000000000000,85309.750000000000000,85k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,All property types,All beds,Renewal,84053.000000000000000,119339.666666000004625,101618.000000000000000,102k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,All property types,Studio,All types,42000.000000000000000,44200.000000000000000,43662.000000000000000,44k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,All property types,Studio,New,42000.000000000000000,44200.000000000000000,43662.000000000000000,44k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,1 bed,All types,54850.000000000000000,77992.000000000000000,65972.000000000000000,66k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,1 bed,New,54850.000000000000000,78535.000000000000000,66705.000000000000000,67k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,1 bed,Renewal,52431.000000000000000,74795.000000000000000,64994.000000000000000,65k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,2 beds,All types,78149.000000000000000,109699.000000000000000,94231.000000000000000,94k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,2 beds,New,77113.000000000000000,109699.000000000000000,95128.000000000000000,95k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,2 beds,Renewal,78859.000000000000000,109699.000000000000000,93591.000000000000000,94k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,3 beds,All types,119672.000000000000000,174522.000000000000000,143066.000000000000000,143k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,3 beds,New,111694.000000000000000,159762.000000000000000,135744.000000000000000,136k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,3 beds,Renewal,120869.000000000000000,173525.000000000000000,146269.000000000000000,146k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,All beds,All types,73667.750000000000000,101603.250000000000000,86732.750000000000000,87k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,All beds,New,71414.250000000000000,98049.000000000000000,85309.750000000000000,85k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,All beds,Renewal,84053.000000000000000,119339.666666000004625,101618.000000000000000,102k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,Studio,All types,42000.000000000000000,44200.000000000000000,43662.000000000000000,44k,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,Apartment / Duplex,Studio,New,42000.000000000000000,44200.000000000000000,43662.000000000000000,44k,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,All property types,1 bed,All types,57750.000000000000000,82000.000000000000000,70881.000000000000000,71k,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,All property types,1 bed,New,68050.000000000000000,85000.000000000000000,76403.000000000000000,76k,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,All property types,1 bed,Renewal,55358.000000000000000,78621.000000000000000,66254.000000000000000,66k,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS5,66,All property types,2 beds,All types,80392.000000000000000,115000.000000000000000,96803.000000000000000,97k,2668.028530289371702,353987.907515166152734
