year,municipality,municipality_id,district,district_id,community,community_id,typology,layout,rent_type,volume,value,shape_Length,shape_Area
2023,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,1 bed,renewal,189.000000000000000,10945072.000000000000000,3911.836299994743513,481469.886533576645888
2023,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,2 beds,new,213.000000000000000,18897204.000000000000000,3911.836299994743513,481469.886533576645888
2023,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,2 beds,renewal,290.000000000000000,26900809.000000000000000,3911.836299994743513,481469.886533576645888
2023,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,3 beds,new,48.000000000000000,6422300.000000000000000,3911.836299994743513,481469.886533576645888
2023,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,3 beds,renewal,98.000000000000000,14559628.000000000000000,3911.836299994743513,481469.886533576645888
2023,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,4 beds,new,2.000000000000000,361000.000000000000000,3911.836299994743513,481469.886533576645888
2023,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,4 beds,renewal,9.000000000000000,1412600.000000000000000,3911.836299994743513,481469.886533576645888
2023,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,7+ beds,renewal,2.000000000000000,355000.000000000000000,3911.836299994743513,481469.886533576645888
2023,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,studio,new,38.000000000000000,2255333.000000000000000,3911.836299994743513,481469.886533576645888
2023,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,studio,renewal,38.000000000000000,2346868.000000000000000,3911.836299994743513,481469.886533576645888
2024,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,1 bed,new,199.000000000000000,12714337.000000000000000,3911.836299994743513,481469.886533576645888
2024,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,1 bed,renewal,109.000000000000000,6143842.000000000000000,3911.836299994743513,481469.886533576645888
2024,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,2 beds,new,149.000000000000000,14048430.000000000000000,3911.836299994743513,481469.886533576645888
2024,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,2 beds,renewal,219.000000000000000,19199580.000000000000000,3911.836299994743513,481469.886533576645888
2024,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,3 beds,new,42.000000000000000,6396463.000000000000000,3911.836299994743513,481469.886533576645888
2024,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,3 beds,renewal,76.000000000000000,10227523.000000000000000,3911.836299994743513,481469.886533576645888
2024,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,4 beds,new,6.000000000000000,704842.000000000000000,3911.836299994743513,481469.886533576645888
2024,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,4 beds,renewal,6.000000000000000,725288.000000000000000,3911.836299994743513,481469.886533576645888
2024,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,7+ beds,new,3.000000000000000,1020000.000000000000000,3911.836299994743513,481469.886533576645888
2024,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,studio,new,22.000000000000000,1238501.000000000000000,3911.836299994743513,481469.886533576645888
2024,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,studio,renewal,29.000000000000000,1743691.000000000000000,3911.836299994743513,481469.886533576645888
2024,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,unclassified,new,1.000000000000000,45000.000000000000000,3911.836299994743513,481469.886533576645888
2025,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,1 bed,new,165.000000000000000,12474861.000000000000000,3911.836299994743513,481469.886533576645888
2025,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,1 bed,renewal,259.000000000000000,15365692.000000000000000,3911.836299994743513,481469.886533576645888
2025,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,2 beds,new,93.000000000000000,9860062.000000000000000,3911.836299994743513,481469.886533576645888
2025,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,2 beds,renewal,383.000000000000000,33877046.000000000000000,3911.836299994743513,481469.886533576645888
2025,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,3 beds,new,29.000000000000000,4896475.000000000000000,3911.836299994743513,481469.886533576645888
2025,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,3 beds,renewal,100.000000000000000,12543476.000000000000000,3911.836299994743513,481469.886533576645888
2025,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,4 beds,new,5.000000000000000,1060081.000000000000000,3911.836299994743513,481469.886533576645888
2025,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,4 beds,renewal,3.000000000000000,524415.000000000000000,3911.836299994743513,481469.886533576645888
2025,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,7+ beds,renewal,1.000000000000000,280000.000000000000000,3911.836299994743513,481469.886533576645888
2025,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,studio,new,8.000000000000000,451000.000000000000000,3911.836299994743513,481469.886533576645888
2025,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,studio,renewal,11.000000000000000,552157.000000000000000,3911.836299994743513,481469.886533576645888
2019,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,All beds,new,211.000000000000000,19515426.000000000000000,3911.836299994743513,481469.886533576645888
2019,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,All beds,renewal,43.000000000000000,2865659.000000000000000,3911.836299994743513,481469.886533576645888
2020,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,All beds,new,359.000000000000000,31648555.000000000000000,3911.836299994743513,481469.886533576645888
2020,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,All beds,renewal,97.000000000000000,8518304.000000000000000,3911.836299994743513,481469.886533576645888
2021,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,All beds,new,739.000000000000000,57825312.000000000000000,3911.836299994743513,481469.886533576645888
2021,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,All beds,renewal,356.000000000000000,34895215.000000000000000,3911.836299994743513,481469.886533576645888
2022,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,All beds,new,684.000000000000000,58486574.000000000000000,3911.836299994743513,481469.886533576645888
2022,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,All beds,renewal,768.000000000000000,86410106.000000000000000,3911.836299994743513,481469.886533576645888
2023,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,All beds,new,521.000000000000000,40824229.000000000000000,3911.836299994743513,481469.886533576645888
2023,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,All beds,renewal,626.000000000000000,56519977.000000000000000,3911.836299994743513,481469.886533576645888
2024,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,All beds,new,422.000000000000000,36167573.000000000000000,3911.836299994743513,481469.886533576645888
2024,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,All beds,renewal,439.000000000000000,38039924.000000000000000,3911.836299994743513,481469.886533576645888
2025,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,All beds,new,300.000000000000000,28742479.000000000000000,3911.836299994743513,481469.886533576645888
2025,Abu Dhabi City,41,Al Reem Island,57,RS1,133,Apartment / Duplex,All beds,renewal,757.000000000000000,63142786.000000000000000,3911.836299994743513,481469.886533576645888
2019,Abu Dhabi City,41,Al Reem Island,57,RS1,133,All property types,1 bed,new,95.000000000000000,6390000.000000000000000,3911.836299994743513,481469.886533576645888
2019,Abu Dhabi City,41,Al Reem Island,57,RS1,133,All property types,1 bed,renewal,30.000000000000000,1762429.000000000000000,3911.836299994743513,481469.886533576645888
2019,Abu Dhabi City,41,Al Reem Island,57,RS1,133,All property types,2 beds,new,48.000000000000000,4880500.000000000000000,3911.836299994743513,481469.886533576645888
2019,Abu Dhabi City,41,Al Reem Island,57,RS1,133,All property types,2 beds,renewal,13.000000000000000,1103230.000000000000000,3911.836299994743513,481469.886533576645888
2019,Abu Dhabi City,41,Al Reem Island,57,RS1,133,All property types,3 beds,new,24.000000000000000,4687926.000000000000000,3911.836299994743513,481469.886533576645888
2019,Abu Dhabi City,41,Al Reem Island,57,RS1,133,All property types,4 beds,new,1.000000000000000,128000.000000000000000,3911.836299994743513,481469.886533576645888
2019,Abu Dhabi City,41,Al Reem Island,57,RS1,133,All property types,7+ beds,new,1.000000000000000,97000.000000000000000,3911.836299994743513,481469.886533576645888
2019,Abu Dhabi City,41,Al Reem Island,57,RS1,133,All property types,studio,new,42.000000000000000,3332000.000000000000000,3911.836299994743513,481469.886533576645888
2020,Abu Dhabi City,41,Al Reem Island,57,RS1,133,All property types,1 bed,new,115.000000000000000,6893061.000000000000000,3911.836299994743513,481469.886533576645888
2020,Abu Dhabi City,41,Al Reem Island,57,RS1,133,All property types,1 bed,renewal,48.000000000000000,2899879.000000000000000,3911.836299994743513,481469.886533576645888
2020,Abu Dhabi City,41,Al Reem Island,57,RS1,133,All property types,2 beds,new,142.000000000000000,13033319.000000000000000,3911.836299994743513,481469.886533576645888
2022,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,All beds,new,134.000000000000000,11691500.000000000000000,1549.163552570424372,140570.573539525707019
2022,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,All beds,renewal,23.000000000000000,1606061.000000000000000,1549.163552570424372,140570.573539525707019
2023,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,All beds,new,339.000000000000000,27916357.000000000000000,1549.163552570424372,140570.573539525707019
2023,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,All beds,renewal,96.000000000000000,7723428.000000000000000,1549.163552570424372,140570.573539525707019
2024,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,All beds,new,198.000000000000000,16852514.000000000000000,1549.163552570424372,140570.573539525707019
2024,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,All beds,renewal,213.000000000000000,17515134.000000000000000,1549.163552570424372,140570.573539525707019
2025,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,All beds,new,146.000000000000000,12809113.000000000000000,1549.163552570424372,140570.573539525707019
2025,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,All beds,renewal,240.000000000000000,20130675.000000000000000,1549.163552570424372,140570.573539525707019
2022,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,1 bed,new,23.000000000000000,1310000.000000000000000,1549.163552570424372,140570.573539525707019
2022,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,1 bed,renewal,14.000000000000000,778000.000000000000000,1549.163552570424372,140570.573539525707019
2022,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,2 beds,new,77.000000000000000,6447500.000000000000000,1549.163552570424372,140570.573539525707019
2022,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,2 beds,renewal,5.000000000000000,373061.000000000000000,1549.163552570424372,140570.573539525707019
2022,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,3 beds,new,34.000000000000000,3934000.000000000000000,1549.163552570424372,140570.573539525707019
2022,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,3 beds,renewal,4.000000000000000,455000.000000000000000,1549.163552570424372,140570.573539525707019
2023,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,1 bed,new,109.000000000000000,6222000.000000000000000,1549.163552570424372,140570.573539525707019
2023,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,1 bed,renewal,27.000000000000000,1446853.000000000000000,1549.163552570424372,140570.573539525707019
2023,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,2 beds,new,168.000000000000000,14194206.000000000000000,1549.163552570424372,140570.573539525707019
2023,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,2 beds,renewal,49.000000000000000,3934325.000000000000000,1549.163552570424372,140570.573539525707019
2023,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,3 beds,new,62.000000000000000,7500151.000000000000000,1549.163552570424372,140570.573539525707019
2023,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,3 beds,renewal,20.000000000000000,2342250.000000000000000,1549.163552570424372,140570.573539525707019
2024,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,1 bed,new,69.000000000000000,4392739.000000000000000,1549.163552570424372,140570.573539525707019
2024,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,1 bed,renewal,56.000000000000000,3161470.000000000000000,1549.163552570424372,140570.573539525707019
2024,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,2 beds,new,99.000000000000000,8604025.000000000000000,1549.163552570424372,140570.573539525707019
2024,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,2 beds,renewal,122.000000000000000,10170225.000000000000000,1549.163552570424372,140570.573539525707019
2024,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,3 beds,new,30.000000000000000,3855750.000000000000000,1549.163552570424372,140570.573539525707019
2024,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,3 beds,renewal,35.000000000000000,4183439.000000000000000,1549.163552570424372,140570.573539525707019
2025,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,1 bed,new,57.000000000000000,3662912.000000000000000,1549.163552570424372,140570.573539525707019
2025,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,1 bed,renewal,64.000000000000000,3560263.000000000000000,1549.163552570424372,140570.573539525707019
2025,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,2 beds,new,64.000000000000000,5821550.000000000000000,1549.163552570424372,140570.573539525707019
2025,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,2 beds,renewal,137.000000000000000,11956213.000000000000000,1549.163552570424372,140570.573539525707019
2025,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,3 beds,new,25.000000000000000,3324651.000000000000000,1549.163552570424372,140570.573539525707019
2025,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,3 beds,renewal,39.000000000000000,4614199.000000000000000,1549.163552570424372,140570.573539525707019
2022,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,All beds,new,134.000000000000000,11691500.000000000000000,1549.163552570424372,140570.573539525707019
2022,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,All beds,renewal,23.000000000000000,1606061.000000000000000,1549.163552570424372,140570.573539525707019
2023,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,All beds,new,339.000000000000000,27916357.000000000000000,1549.163552570424372,140570.573539525707019
2023,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,All beds,renewal,96.000000000000000,7723428.000000000000000,1549.163552570424372,140570.573539525707019
2024,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,All beds,new,198.000000000000000,16852514.000000000000000,1549.163552570424372,140570.573539525707019
2024,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,All beds,renewal,213.000000000000000,17515134.000000000000000,1549.163552570424372,140570.573539525707019
2025,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,All beds,new,146.000000000000000,12809113.000000000000000,1549.163552570424372,140570.573539525707019
2025,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,All beds,renewal,240.000000000000000,20130675.000000000000000,1549.163552570424372,140570.573539525707019
2022,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,1 bed,All types,37.000000000000000,2088000.000000000000000,1549.163552570424372,140570.573539525707019
2022,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,2 beds,All types,82.000000000000000,6820561.000000000000000,1549.163552570424372,140570.573539525707019
2022,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,3 beds,All types,38.000000000000000,4389000.000000000000000,1549.163552570424372,140570.573539525707019
2023,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,1 bed,All types,136.000000000000000,7668853.000000000000000,1549.163552570424372,140570.573539525707019
2023,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,2 beds,All types,217.000000000000000,18128531.000000000000000,1549.163552570424372,140570.573539525707019
2023,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,3 beds,All types,82.000000000000000,9842401.000000000000000,1549.163552570424372,140570.573539525707019
2024,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,1 bed,All types,125.000000000000000,7554209.000000000000000,1549.163552570424372,140570.573539525707019
2024,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,2 beds,All types,221.000000000000000,18774250.000000000000000,1549.163552570424372,140570.573539525707019
2024,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,3 beds,All types,65.000000000000000,8039189.000000000000000,1549.163552570424372,140570.573539525707019
2025,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,1 bed,All types,121.000000000000000,7223175.000000000000000,1549.163552570424372,140570.573539525707019
2025,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,2 beds,All types,201.000000000000000,17777763.000000000000000,1549.163552570424372,140570.573539525707019
2025,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,3 beds,All types,64.000000000000000,7938850.000000000000000,1549.163552570424372,140570.573539525707019
2022,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,1 bed,All types,37.000000000000000,2088000.000000000000000,1549.163552570424372,140570.573539525707019
2022,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,2 beds,All types,82.000000000000000,6820561.000000000000000,1549.163552570424372,140570.573539525707019
2022,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,3 beds,All types,38.000000000000000,4389000.000000000000000,1549.163552570424372,140570.573539525707019
2023,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,1 bed,All types,136.000000000000000,7668853.000000000000000,1549.163552570424372,140570.573539525707019
2023,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,2 beds,All types,217.000000000000000,18128531.000000000000000,1549.163552570424372,140570.573539525707019
2023,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,3 beds,All types,82.000000000000000,9842401.000000000000000,1549.163552570424372,140570.573539525707019
2024,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,1 bed,All types,125.000000000000000,7554209.000000000000000,1549.163552570424372,140570.573539525707019
2024,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,2 beds,All types,221.000000000000000,18774250.000000000000000,1549.163552570424372,140570.573539525707019
2024,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,3 beds,All types,65.000000000000000,8039189.000000000000000,1549.163552570424372,140570.573539525707019
2025,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,1 bed,All types,121.000000000000000,7223175.000000000000000,1549.163552570424372,140570.573539525707019
2025,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,2 beds,All types,201.000000000000000,17777763.000000000000000,1549.163552570424372,140570.573539525707019
2025,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,3 beds,All types,64.000000000000000,7938850.000000000000000,1549.163552570424372,140570.573539525707019
2024,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,All beds,All types,411.000000000000000,34367648.000000000000000,1549.163552570424372,140570.573539525707019
2023,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,All beds,All types,435.000000000000000,35639785.000000000000000,1549.163552570424372,140570.573539525707019
2022,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,All beds,All types,157.000000000000000,13297561.000000000000000,1549.163552570424372,140570.573539525707019
2025,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,All property types,All beds,All types,386.000000000000000,32939788.000000000000000,1549.163552570424372,140570.573539525707019
2022,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,All beds,All types,157.000000000000000,13297561.000000000000000,1549.163552570424372,140570.573539525707019
2023,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,All beds,All types,435.000000000000000,35639785.000000000000000,1549.163552570424372,140570.573539525707019
2024,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,All beds,All types,411.000000000000000,34367648.000000000000000,1549.163552570424372,140570.573539525707019
2025,Abu Dhabi City,41,Al Reem Island,57,RR5,1002,Apartment / Duplex,All beds,All types,386.000000000000000,32939788.000000000000000,1549.163552570424372,140570.573539525707019
2025,Abu Dhabi City,41,Yas Island,1330,YN5,5171,Villa / Townhouse,All beds,All types,2.000000000000000,425000.000000000000000,3330.018689412183903,630305.252318401122466
2025,Abu Dhabi City,41,Yas Island,1330,YN5,5171,All property types,All beds,All types,2.000000000000000,425000.000000000000000,3330.018689412183903,630305.252318401122466
2025,Abu Dhabi City,41,Yas Island,1330,YN5,5171,All property types,2 beds,All types,1.000000000000000,215000.000000000000000,3330.018689412183903,630305.252318401122466
2025,Abu Dhabi City,41,Yas Island,1330,YN5,5171,All property types,4 beds,All types,1.000000000000000,210000.000000000000000,3330.018689412183903,630305.252318401122466
2025,Abu Dhabi City,41,Yas Island,1330,YN5,5171,Villa / Townhouse,2 beds,All types,1.000000000000000,215000.000000000000000,3330.018689412183903,630305.252318401122466
2025,Abu Dhabi City,41,Yas Island,1330,YN5,5171,Villa / Townhouse,4 beds,All types,1.000000000000000,210000.000000000000000,3330.018689412183903,630305.252318401122466
2025,Abu Dhabi City,41,Yas Island,1330,YN5,5171,All property types,All beds,new,2.000000000000000,425000.000000000000000,3330.018689412183903,630305.252318401122466
2025,Abu Dhabi City,41,Yas Island,1330,YN5,5171,All property types,2 beds,new,1.000000000000000,215000.000000000000000,3330.018689412183903,630305.252318401122466
2025,Abu Dhabi City,41,Yas Island,1330,YN5,5171,All property types,4 beds,new,1.000000000000000,210000.000000000000000,3330.018689412183903,630305.252318401122466
2025,Abu Dhabi City,41,Yas Island,1330,YN5,5171,Villa / Townhouse,All beds,new,2.000000000000000,425000.000000000000000,3330.018689412183903,630305.252318401122466
2025,Abu Dhabi City,41,Yas Island,1330,YN5,5171,Villa / Townhouse,2 beds,new,1.000000000000000,215000.000000000000000,3330.018689412183903,630305.252318401122466
2025,Abu Dhabi City,41,Yas Island,1330,YN5,5171,Villa / Townhouse,4 beds,new,1.000000000000000,210000.000000000000000,3330.018689412183903,630305.252318401122466
2020,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,All types,50.000000000000000,10933000.000000000000000,3859.801183132641199,676029.236064975149930
2021,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,All types,45.000000000000000,10039000.000000000000000,3859.801183132641199,676029.236064975149930
2019,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,All types,41.000000000000000,9344000.000000000000000,3859.801183132641199,676029.236064975149930
2019,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,All types,41.000000000000000,9344000.000000000000000,3859.801183132641199,676029.236064975149930
2020,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,All types,50.000000000000000,10933000.000000000000000,3859.801183132641199,676029.236064975149930
2021,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,All types,45.000000000000000,10039000.000000000000000,3859.801183132641199,676029.236064975149930
2022,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,All types,51.000000000000000,12196988.000000000000000,3859.801183132641199,676029.236064975149930
2023,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,All types,48.000000000000000,11407345.000000000000000,3859.801183132641199,676029.236064975149930
2024,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,All types,50.000000000000000,13029663.000000000000000,3859.801183132641199,676029.236064975149930
2025,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,All types,41.000000000000000,11117873.000000000000000,3859.801183132641199,676029.236064975149930
2023,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,All types,48.000000000000000,11407345.000000000000000,3859.801183132641199,676029.236064975149930
2024,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,All types,50.000000000000000,13029663.000000000000000,3859.801183132641199,676029.236064975149930
2022,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,All types,51.000000000000000,12196988.000000000000000,3859.801183132641199,676029.236064975149930
2025,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,All types,41.000000000000000,11117873.000000000000000,3859.801183132641199,676029.236064975149930
2019,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,All types,33.000000000000000,7259000.000000000000000,3859.801183132641199,676029.236064975149930
2019,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,All types,8.000000000000000,2085000.000000000000000,3859.801183132641199,676029.236064975149930
2020,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,All types,43.000000000000000,9480000.000000000000000,3859.801183132641199,676029.236064975149930
2020,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,All types,7.000000000000000,1453000.000000000000000,3859.801183132641199,676029.236064975149930
2021,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,All types,36.000000000000000,8048500.000000000000000,3859.801183132641199,676029.236064975149930
2021,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,All types,9.000000000000000,1990500.000000000000000,3859.801183132641199,676029.236064975149930
2022,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,All types,42.000000000000000,10208488.000000000000000,3859.801183132641199,676029.236064975149930
2022,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,All types,9.000000000000000,1988500.000000000000000,3859.801183132641199,676029.236064975149930
2023,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,All types,38.000000000000000,8910945.000000000000000,3859.801183132641199,676029.236064975149930
2023,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,All types,10.000000000000000,2496400.000000000000000,3859.801183132641199,676029.236064975149930
2024,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,All types,38.000000000000000,9224638.000000000000000,3859.801183132641199,676029.236064975149930
2024,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,All types,12.000000000000000,3805025.000000000000000,3859.801183132641199,676029.236064975149930
2025,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,All types,35.000000000000000,8947873.000000000000000,3859.801183132641199,676029.236064975149930
